emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest,income_group,loan_to_income,credit_utilization_rate,debt_burden
2,NY,RENT,2.0,30000.0,2,8300,384,8300,12000,6.71,368.94,A,11089.41,187.28,Low,0.4,0.05,2.05
6,VA,MORTGAGE,12.9,162000.0,12,538978,69263,52000,20000,5.31,602.21,A,18452.04,246.87,High,0.12,0.13,13.03
0,VA,RENT,1.85,60000.0,8,11200,1473,3500,10000,7.35,310.38,A,8739.0,280.69,Low,0.17,0.13,1.98
1,NJ,MORTGAGE,23.71,100000.0,15,319690,129595,68200,15000,5.32,451.73,A,12957.83,305.15,High,0.15,0.41,24.12
3,IL,MORTGAGE,9.88,120000.0,14,84600,74643,29400,28000,7.97,877.04,A,24498.43,871.23,High,0.23,0.88,10.76
7,MD,MORTGAGE,11.85,151500.0,17,633067,102668,37500,40000,5.31,1204.42,A,36904.08,505.54,High,0.26,0.16,12.01
4,FL,MORTGAGE,17.52,82000.0,15,335803,32922,34300,20000,7.97,626.46,A,18005.73,551.42,High,0.24,0.1,17.62
6,WI,MORTGAGE,21.53,37400.0,9,154632,30121,13700,10000,7.34,199.63,A,9441.04,235.48,Low,0.27,0.19,21.72
10,CA,MORTGAGE,13.01,98000.0,7,55500,21282,22000,4800,6.72,147.6,A,4313.05,101.66,High,0.05,0.38,13.39
0,PA,RENT,7.11,140000.0,17,124591,32219,55100,40000,6.08,1218.33,A,34869.96,927.83,High,0.29,0.26,7.37
1,GA,RENT,23.09,80000.0,11,120931,90621,18000,10000,5.32,301.15,A,8965.88,164.57,High,0.12,0.75,23.84
2,MA,RENT,15.86,100000.0,18,144700,88613,53300,20000,5.32,602.3,A,17931.76,329.14,High,0.2,0.61,16.47
10,OH,MORTGAGE,29.26,116000.0,24,493047,111553,98800,20000,7.35,620.75,A,17988.61,463.44,High,0.17,0.23,29.49
10,PA,MORTGAGE,12.73,110000.0,7,189602,72399,11000,9600,6.08,292.4,A,8617.52,183.88,High,0.09,0.38,13.11
10,CA,RENT,11.3,80000.0,12,52623,34794,10300,10000,7.34,310.33,A,9247.93,154.96,High,0.12,0.66,11.96
2,CA,RENT,11.63,175000.0,19,217443,115849,109600,25000,6.08,761.46,A,22441.45,529.52,High,0.14,0.53,12.16
3,NC,RENT,4.1,65000.0,4,20500,12101,8000,15000,7.97,469.84,A,13504.32,370.4,Low,0.23,0.59,4.69
5,TX,MORTGAGE,5.1,65000.0,5,152343,11227,26800,4000,5.32,120.46,A,0.0,56.65,Low,0.06,0.07,5.17
4,GA,RENT,27.87,48000.0,18,115031,92950,23300,12000,6.71,368.94,A,11089.41,187.28,Low,0.25,0.81,28.68
10,CA,RENT,7.16,98000.0,18,123198,14423,61300,2400,6.08,73.1,A,2154.38,45.97,High,0.02,0.12,7.28
10,GA,MORTGAGE,1.31,125000.0,7,197600,9381,31200,25000,6.72,768.74,A,21763.44,513.51,High,0.2,0.05,1.36
10,VA,MORTGAGE,32.51,68000.0,12,154465,76428,47000,3000,6.08,91.38,A,2615.22,69.59,Low,0.04,0.49,33.0
10,MO,OWN,16.43,62000.0,18,249725,53781,61600,6000,5.31,180.67,A,5535.59,74.06,Low,0.1,0.22,16.65
3,PA,MORTGAGE,24.8,41000.0,7,149165,49276,0,14500,7.35,289.52,A,13689.76,341.92,Low,0.35,0.33,25.13
1,NY,RENT,37.45,20000.0,6,40534,20250,10000,6000,7.35,186.23,A,5396.56,136.58,Low,0.3,0.5,37.95
10,CA,MORTGAGE,18.75,137200.0,7,500018,68509,28400,35000,6.72,1076.23,A,31449.39,741.24,High,0.26,0.14,18.89
10,CA,OWN,8.84,90000.0,20,538300,23755,124300,15000,5.32,451.73,A,13448.8,251.29,High,0.17,0.04,8.88
0,TX,RENT,3.76,45000.0,2,8500,5627,8500,6000,6.08,182.75,A,5230.49,142.21,Low,0.13,0.66,4.42
10,NY,MORTGAGE,22.08,45000.0,13,172405,43081,25900,8500,7.96,266.21,A,7866.34,157.45,Low,0.19,0.25,22.33
5,NC,MORTGAGE,21.41,70000.0,6,279995,52244,14800,12000,6.07,365.45,A,11081.12,173.42,Low,0.17,0.19,21.6
7,NC,MORTGAGE,6.21,350000.0,13,541617,81103,81100,35000,6.08,1066.04,A,31418.07,670.41,High,0.1,0.15,6.36
2,CO,MORTGAGE,2.09,70000.0,5,327900,4459,61900,15000,5.31,451.66,A,13839.02,185.15,Low,0.21,0.01,2.1
2,NY,RENT,31.88,50000.0,15,221481,173984,51700,6000,6.08,182.75,A,5230.49,142.21,Low,0.12,0.79,32.67
2,PA,MORTGAGE,20.95,177000.0,10,488273,184435,71900,28000,7.96,876.91,A,26613.06,342.12,High,0.16,0.38,21.33
10,TX,OWN,16.54,100000.0,5,55685,43346,27300,20000,7.35,620.75,A,17478.04,573.62,High,0.2,0.78,17.32
5,PA,MORTGAGE,12.98,160000.0,18,520250,74978,25300,12000,6.07,365.45,A,10771.72,225.43,High,0.08,0.14,13.12
0,MD,RENT,10.61,75000.0,6,37850,17263,19600,2800,7.97,87.71,A,2520.78,70.38,High,0.04,0.46,11.07
10,VA,MORTGAGE,17.28,130000.0,10,800792,234410,22800,10000,7.97,313.23,A,9254.62,207.6,High,0.08,0.29,17.57
2,OH,RENT,18.65,89000.0,10,114770,52475,46100,19600,5.32,590.25,A,17060.8,406.26,High,0.22,0.46,19.11
10,TN,MORTGAGE,11.69,64992.0,6,299598,18792,44300,10000,5.31,301.11,A,9226.01,132.29,Low,0.15,0.06,11.75
9,AK,OWN,12.31,35000.0,19,421180,8701,113300,19000,6.71,584.15,A,17558.24,303.61,Low,0.54,0.02,12.33
10,MO,MORTGAGE,19.49,90000.0,12,240299,73861,33500,20000,6.07,609.08,A,18468.54,282.29,High,0.22,0.31,19.8
6,FL,MORTGAGE,5.82,75000.0,25,320082,7594,55300,12000,6.07,365.45,A,11081.12,169.38,High,0.16,0.02,5.84
10,NC,MORTGAGE,20.08,70000.0,10,245011,33117,34000,14500,6.71,445.8,A,13399.71,231.7,Low,0.21,0.14,20.22
10,NY,OWN,3.67,250000.0,14,397115,27239,27600,10000,6.07,304.54,A,9134.17,144.42,High,0.04,0.07,3.74
0,WI,MORTGAGE,18.3,80000.0,8,268142,48159,36600,25000,6.07,761.35,A,23085.67,361.29,High,0.31,0.18,18.48
4,SD,MORTGAGE,12.88,85000.0,12,324250,28911,59000,20000,7.34,399.25,A,19442.97,234.81,High,0.24,0.09,12.97
3,WI,OWN,15.33,120000.0,18,322148,68317,39900,20000,6.72,614.99,A,17456.72,524.2,High,0.17,0.21,15.54
5,NJ,MORTGAGE,15.19,50000.0,4,211700,15093,19200,12000,7.35,372.45,A,8696.96,253.44,Low,0.24,0.07,15.26
10,CA,RENT,28.34,31000.0,5,52128,29312,13400,4000,5.32,120.46,A,3586.35,65.83,Low,0.13,0.56,28.9
1,NY,RENT,2.26,70000.0,5,22700,5229,22700,10000,6.72,307.5,A,8728.34,262.11,Low,0.14,0.23,2.49
3,WA,RENT,24.52,105000.0,16,147207,49947,59700,25000,6.72,768.74,A,23103.19,451.42,High,0.24,0.34,24.86
5,CT,MORTGAGE,20.34,79000.0,12,461857,61884,38000,22000,7.35,439.27,A,20458.63,637.01,High,0.28,0.13,20.47
10,MN,OWN,19.93,120000.0,6,326039,62977,46600,40000,7.96,1252.72,A,37018.15,758.62,High,0.33,0.19,20.12
10,CA,RENT,20.08,75000.0,13,68000,33223,17500,35000,7.96,1096.13,A,31509.61,863.17,High,0.47,0.49,20.57
0,TX,MORTGAGE,6.76,126000.0,12,266300,29081,42800,5000,7.97,156.62,A,4374.68,171.77,High,0.04,0.11,6.87
4,PA,MORTGAGE,17.18,150000.0,26,464109,258843,24800,15750,7.34,488.77,A,14565.49,268.96,High,0.1,0.56,17.74
1,OH,RENT,21.09,42000.0,15,54355,27511,16900,10000,7.97,313.23,A,8749.43,311.15,Low,0.24,0.51,21.6
1,IL,RENT,0.7,43000.0,4,12200,752,10000,16000,7.96,501.09,A,14807.25,303.44,Low,0.37,0.06,0.76
3,CA,MORTGAGE,3.06,75000.0,9,534372,6202,44100,10000,6.72,307.5,A,8985.61,211.88,High,0.13,0.01,3.07
10,TX,MORTGAGE,21.89,45000.0,5,227162,45310,8000,10400,6.72,319.8,A,9077.47,272.59,Low,0.23,0.2,22.09
6,CT,MORTGAGE,18.01,220000.0,17,378528,117424,23600,24000,7.96,751.63,A,22210.89,444.55,High,0.11,0.31,18.32
3,PA,MORTGAGE,27.45,46000.0,17,88396,68403,9300,7000,7.34,217.23,A,6473.55,122.39,Low,0.15,0.77,28.22
9,OR,RENT,10.81,165000.0,15,165900,75616,107600,20000,7.96,626.36,A,18509.07,379.31,High,0.12,0.46,11.27
2,GA,RENT,27.17,40400.0,11,90564,29133,38200,10500,5.32,316.21,A,9414.17,175.91,Low,0.26,0.32,27.49
7,IL,MORTGAGE,72.89,41000.0,14,349934,73036,12600,15000,7.96,469.77,A,14257.0,183.27,Low,0.37,0.21,73.1
9,KY,MORTGAGE,13.75,70000.0,12,71363,11326,23900,10000,6.72,307.5,A,8985.52,211.79,Low,0.14,0.16,13.91
10,MA,MORTGAGE,9.86,150000.0,10,801603,32279,22500,20000,7.34,399.25,A,19164.16,353.75,High,0.13,0.04,9.9
10,NJ,MORTGAGE,12.87,145000.0,18,143600,70504,88900,10000,7.97,313.23,A,9254.63,212.03,High,0.07,0.49,13.36
4,GA,RENT,4.25,92200.0,7,120900,22238,103500,30000,5.32,903.45,A,26113.44,612.96,High,0.33,0.18,4.43
10,MS,RENT,18.24,104000.0,13,173610,85080,71800,15000,5.32,451.73,A,13348.97,251.46,High,0.14,0.49,18.73
9,NY,MORTGAGE,29.2,45000.0,23,230477,50933,59300,4000,6.08,121.84,A,3590.61,76.62,Low,0.09,0.22,29.42
10,VA,RENT,17.31,82000.0,7,65425,69177,11500,8000,7.96,250.55,A,7403.61,148.18,High,0.1,1.06,18.37
0,GA,RENT,13.55,62000.0,9,64922,31258,20900,6000,6.07,182.73,A,5540.54,86.71,Low,0.1,0.48,14.03
1,WA,RENT,40.1,60000.0,12,143439,95771,45100,5000,5.31,150.56,A,4742.56,40.73,Low,0.08,0.67,40.77
8,CO,MORTGAGE,16.27,101000.0,16,409925,28755,10400,10000,5.31,301.11,A,9226.01,126.39,High,0.1,0.07,16.34
7,WV,MORTGAGE,15.33,36000.0,21,179084,38902,36600,19000,7.34,379.28,A,18472.26,223.07,Low,0.53,0.22,15.55
10,TX,MORTGAGE,33.71,57000.0,12,468482,44550,35100,25000,7.34,499.06,A,23955.21,432.0,Low,0.44,0.1,33.81
10,GA,MORTGAGE,22.91,75000.0,8,224758,63799,23000,10000,6.07,304.54,A,9234.27,144.52,High,0.13,0.28,23.19
7,VA,MORTGAGE,21.6,45000.0,20,230184,27794,49700,4000,6.72,123.0,A,3491.33,104.84,Low,0.09,0.12,21.72
3,CA,RENT,6.84,70000.0,13,60300,21600,46200,20000,6.07,609.08,A,18368.54,289.04,Low,0.29,0.36,7.2
10,NC,MORTGAGE,10.84,130000.0,22,454185,56660,139900,12000,5.32,361.38,A,10445.38,248.73,High,0.09,0.12,10.96
2,PA,RENT,17.52,125000.0,13,220941,140301,61200,18000,7.96,364.64,A,17259.39,345.35,High,0.14,0.64,18.16
10,CA,RENT,3.97,92290.0,6,66300,26255,66000,15000,6.08,456.88,A,13464.86,282.25,High,0.16,0.4,4.37
10,IN,MORTGAGE,5.8,110000.0,10,371805,26375,55400,40000,5.32,760.73,A,37057.3,837.31,High,0.36,0.07,5.87
2,MD,RENT,2.95,100000.0,8,76500,5783,76500,10000,6.71,307.45,A,9495.53,106.7,High,0.1,0.08,3.03
3,TX,MORTGAGE,29.47,75000.0,18,339685,72660,28400,20000,6.72,614.99,A,17971.08,416.11,High,0.27,0.21,29.68
0,NC,MORTGAGE,9.13,132000.0,12,383663,56556,127900,20000,5.32,602.3,A,13891.06,387.78,High,0.15,0.15,9.28
10,AR,MORTGAGE,7.85,260000.0,19,231949,56102,43500,32000,6.72,983.98,A,27930.78,838.73,High,0.12,0.24,8.09
2,FL,MORTGAGE,16.58,175000.0,19,149061,61675,47500,34725,7.35,1077.78,A,31232.72,804.66,High,0.2,0.41,16.99
10,PA,MORTGAGE,16.61,60000.0,9,222423,38524,12500,9600,7.34,297.92,A,8634.39,218.24,Low,0.16,0.17,16.78
2,NY,RENT,25.06,46000.0,6,70250,25641,49900,10000,7.96,313.18,A,9254.54,189.66,Low,0.22,0.36,25.42
10,KS,RENT,14.49,52000.0,7,83406,45646,25700,10000,5.31,301.11,A,6885.28,123.66,Low,0.19,0.55,15.04
4,CO,RENT,19.46,80000.0,19,94550,80403,15200,1200,7.34,37.24,A,999.82,13.81,High,0.02,0.85,20.31
0,TN,MORTGAGE,22.31,91000.0,13,439313,94160,80000,40000,5.32,1204.6,A,35863.53,670.11,High,0.44,0.21,22.52
10,CA,MORTGAGE,8.68,500000.0,13,237019,128877,145500,40000,7.35,1241.5,A,35977.23,926.9,High,0.08,0.54,9.22
1,IL,MORTGAGE,8.77,88000.0,6,243109,40300,8000,18000,7.97,563.81,A,15749.0,560.08,High,0.2,0.17,8.94
9,CA,RENT,22.13,90000.0,32,189916,109549,34600,15000,6.72,461.24,A,13092.99,393.59,High,0.17,0.58,22.71
10,IL,MORTGAGE,31.49,50000.0,17,441655,185741,129000,40000,5.32,1204.6,A,34817.92,829.1,Low,0.8,0.42,31.91
2,NY,RENT,3.15,57200.0,8,37500,5575,37300,5150,5.32,155.1,A,4482.77,105.99,Low,0.09,0.15,3.3
10,NE,MORTGAGE,14.46,105000.0,10,313825,37401,9800,22000,6.71,676.39,A,0.0,422.93,High,0.21,0.12,14.58
1,OR,RENT,12.5,43000.0,4,35922,23692,5000,5000,7.34,155.17,A,4750.06,56.32,Low,0.12,0.66,13.16
0,MD,RENT,18.13,55000.0,9,65847,41101,13500,1800,7.35,55.87,A,0.0,22.11,Low,0.03,0.62,18.75
0,LA,OWN,12.42,95000.0,5,390874,37792,27500,6500,5.31,195.72,A,5996.91,89.82,High,0.07,0.1,12.52
4,CA,MORTGAGE,1.26,57000.0,3,241200,826,2200,3500,7.96,109.62,A,3326.62,42.76,Low,0.06,0.0,1.26
4,CA,MORTGAGE,33.31,20000.0,12,260851,14667,21400,14000,7.96,438.46,A,12956.33,259.33,Low,0.7,0.06,33.37
2,TN,OWN,6.78,120000.0,10,460292,20114,54900,24000,5.32,722.76,A,20890.75,497.46,High,0.2,0.04,6.82
8,MO,OWN,9.52,30000.0,6,46161,2300,26500,15000,6.07,456.81,A,13851.4,216.77,Low,0.5,0.05,9.57
1,NY,MORTGAGE,10.81,86000.0,15,511274,46604,63400,4000,6.71,122.98,A,0.0,65.68,High,0.05,0.09,10.9
9,NC,MORTGAGE,24.17,90000.0,14,213900,58238,89700,24000,6.07,730.89,A,22162.27,338.75,High,0.27,0.27,24.44
4,NY,MORTGAGE,17.56,70000.0,7,267870,33657,33100,23650,5.32,712.22,A,21819.8,299.47,Low,0.34,0.13,17.69
4,AZ,MORTGAGE,23.31,140000.0,19,365058,28351,110900,10000,5.31,301.11,A,8965.72,167.21,High,0.07,0.08,23.39
10,MT,MORTGAGE,10.52,105832.0,4,292894,51261,0,24000,6.72,737.99,A,20948.06,620.09,High,0.23,0.18,10.7
0,KY,RENT,13.48,35000.0,16,64150,40355,27400,7200,6.71,221.37,A,6836.77,76.83,Low,0.21,0.63,14.11
10,WI,MORTGAGE,34.39,150000.0,10,581926,161803,80500,40000,6.72,1229.97,A,34913.5,1048.42,High,0.27,0.28,34.67
10,NC,MORTGAGE,5.19,68000.0,22,281991,11122,76200,9000,6.07,274.09,A,8310.83,130.06,Low,0.13,0.04,5.23
4,NC,RENT,10.83,50000.0,8,73938,59622,24500,2050,7.96,64.21,A,1811.88,24.39,Low,0.04,0.81,11.64
10,MD,MORTGAGE,24.29,99000.0,14,437356,86788,15000,25000,6.08,761.46,A,22441.46,478.86,High,0.25,0.2,24.49
10,TX,MORTGAGE,1.54,100000.0,14,29100,2517,20000,2500,7.96,78.3,A,2313.62,47.41,High,0.02,0.09,1.63
10,PA,OWN,26.18,107000.0,15,158587,69209,104200,16000,6.72,491.99,A,14376.87,371.71,High,0.15,0.44,26.62
10,NY,RENT,10.77,85000.0,5,49200,32404,30200,20000,6.72,393.39,A,18864.95,419.84,High,0.24,0.66,11.43
2,NJ,MORTGAGE,22.93,100000.0,32,577725,113453,131400,15000,6.08,456.88,A,13464.86,282.25,High,0.15,0.2,23.13
2,CA,MORTGAGE,11.5,60000.0,12,261386,20374,37000,13000,6.71,399.69,A,12013.51,207.73,Low,0.22,0.08,11.58
10,VA,MORTGAGE,20.25,142000.0,27,976357,402798,43300,40000,6.08,1218.33,A,35906.37,752.67,High,0.28,0.41,20.66
10,DE,MORTGAGE,9.0,135000.0,13,368171,65570,70100,15000,7.35,299.51,A,13949.03,440.46,High,0.11,0.18,9.18
2,GA,MORTGAGE,39.83,28500.0,12,269963,40812,32100,6500,6.71,199.85,A,6006.74,101.44,Low,0.23,0.15,39.98
9,MA,MORTGAGE,20.66,120000.0,15,675054,70830,81600,10000,7.97,313.23,A,9254.63,189.89,High,0.08,0.1,20.76
1,CA,RENT,29.72,40000.0,10,57628,34805,23800,16000,6.07,487.26,A,14774.84,225.83,Low,0.4,0.6,30.32
9,AZ,MORTGAGE,15.2,204000.0,7,591192,105477,18300,40000,6.07,1218.15,A,37963.23,386.04,High,0.2,0.18,15.38
0,TX,RENT,20.79,62000.0,10,79977,30500,32500,9000,6.08,274.13,A,8078.9,160.69,Low,0.15,0.38,21.17
4,GA,MORTGAGE,40.75,30600.0,8,94514,39659,33000,12800,5.32,385.47,A,10661.53,260.1,Low,0.42,0.42,41.17
10,MD,MORTGAGE,9.81,85000.0,11,286600,36664,10500,14000,6.08,426.42,A,12204.46,298.73,High,0.16,0.13,9.94
10,NV,MORTGAGE,16.05,130000.0,16,383133,73186,69200,28000,7.96,567.21,A,26847.96,524.83,High,0.22,0.19,16.24
3,TX,MORTGAGE,13.59,65000.0,9,88252,37299,52800,20000,6.71,614.9,A,18484.51,314.3,Low,0.31,0.42,14.01
4,IN,MORTGAGE,28.96,53000.0,17,232584,82180,23600,10625,5.31,319.93,A,9802.63,134.29,Low,0.2,0.35,29.31
10,SC,MORTGAGE,35.13,85000.0,30,391296,52133,60800,20000,6.08,609.17,A,17953.16,383.08,High,0.24,0.13,35.26
2,UT,RENT,23.16,30000.0,8,56580,29844,19300,10000,6.72,307.5,A,8728.34,256.51,Low,0.33,0.53,23.69
10,GA,MORTGAGE,10.97,104000.0,35,360361,30916,164100,9000,5.31,271.0,A,8303.4,113.74,High,0.09,0.09,11.06
2,TN,RENT,29.23,36000.0,13,94624,43325,54700,10000,6.07,304.54,A,9234.27,141.15,Low,0.28,0.46,29.69
10,NY,OWN,4.94,100000.0,16,73579,17273,16700,12000,7.34,372.4,A,0.0,144.85,High,0.12,0.23,5.17
3,CA,RENT,29.68,85000.0,13,156145,101700,33300,15000,6.08,456.88,A,13076.2,350.47,High,0.18,0.65,30.33
7,NY,RENT,22.34,66000.0,23,74600,27928,43200,22000,7.96,689.0,A,20910.26,268.8,Low,0.33,0.37,22.71
2,MN,RENT,34.92,52000.0,18,106508,68622,18100,10000,7.97,313.23,A,9002.87,251.36,Low,0.19,0.64,35.56
5,MI,MORTGAGE,12.99,120000.0,16,298232,105006,9000,6750,7.96,211.4,A,0.0,112.26,High,0.06,0.35,13.34
1,CA,OWN,12.8,58240.0,6,228883,41131,24900,25000,6.71,768.62,A,23738.83,266.75,Low,0.43,0.18,12.98
3,TX,MORTGAGE,11.2,112500.0,16,275303,44879,29400,25000,5.31,752.76,A,22816.61,314.75,High,0.22,0.16,11.36
5,ID,MORTGAGE,15.41,180000.0,18,421680,135944,46600,40000,5.31,1204.42,A,36904.08,493.74,High,0.22,0.32,15.73
3,CA,RENT,13.2,25000.0,5,43725,11872,31500,6800,7.97,213.0,A,6293.14,126.12,Low,0.27,0.27,13.47
10,CA,MORTGAGE,5.29,64000.0,5,278850,4777,8500,6000,6.07,182.73,A,5540.54,81.66,Low,0.09,0.02,5.31
9,GA,RENT,14.54,52500.0,9,48800,19037,30200,18000,6.08,548.25,A,16157.86,344.78,Low,0.34,0.39,14.93
3,RI,RENT,7.83,125000.0,7,58075,29607,16500,10000,6.08,304.59,A,2056.7,152.95,High,0.08,0.51,8.34
10,GA,MORTGAGE,17.65,89000.0,12,388245,43864,55500,30000,5.32,903.45,A,27678.39,379.87,High,0.34,0.11,17.76
9,AL,MORTGAGE,19.12,200000.0,13,434389,129799,41800,39825,7.96,1247.24,A,36856.19,737.69,High,0.2,0.3,19.42
2,TX,MORTGAGE,13.08,68000.0,11,68345,37194,17000,5000,7.97,156.62,A,4501.41,125.68,Low,0.07,0.54,13.62
10,LA,MORTGAGE,3.46,105000.0,7,282100,920,107700,40000,7.35,798.67,A,37764.89,943.24,High,0.38,0.0,3.46
4,TX,MORTGAGE,12.98,105000.0,7,400735,60027,41000,20000,5.32,602.3,A,17408.96,396.82,High,0.19,0.15,13.13
8,PA,MORTGAGE,14.8,175000.0,18,486240,62775,72800,16000,6.72,491.99,A,14376.87,338.86,High,0.09,0.13,14.93
2,IL,RENT,6.51,50000.0,11,29725,9263,24300,7800,5.32,234.9,A,6993.38,130.67,Low,0.16,0.31,6.82
6,MO,OWN,23.12,23000.0,9,41949,25189,21300,4000,7.97,125.3,A,3601.11,98.77,Low,0.17,0.6,23.72
10,IN,MORTGAGE,21.93,150000.0,23,466926,93823,132100,40000,7.34,1241.32,A,36991.71,699.36,High,0.27,0.2,22.13
10,OH,MORTGAGE,1.88,22362.75,3,61061,1328,11500,7000,6.72,215.25,A,6109.83,173.02,Low,0.31,0.02,1.9
3,MN,MORTGAGE,15.15,61000.0,6,326554,50559,11200,11500,7.97,360.21,A,10353.32,289.07,Low,0.19,0.15,15.3
5,CA,RENT,25.23,40000.0,7,67611,26875,40800,6300,7.34,195.51,A,5826.19,107.58,Low,0.16,0.4,25.63
10,IN,MORTGAGE,14.98,142000.0,13,461657,56963,65700,15000,6.72,461.24,A,13478.32,317.68,High,0.11,0.12,15.1
10,LA,RENT,24.03,36000.0,11,58442,34406,18400,10000,7.96,313.18,A,9254.54,189.66,Low,0.28,0.59,24.62
10,MD,RENT,22.38,80000.0,27,252703,206117,54100,8000,7.97,250.59,A,6695.87,245.28,High,0.1,0.82,23.2
10,TN,OWN,15.09,45804.0,13,194329,35348,37800,21000,7.35,651.79,A,18147.15,627.54,Low,0.46,0.18,15.27
10,FL,OWN,0.78,80000.0,2,33000,1695,18000,40000,6.71,1229.79,A,36964.72,639.18,High,0.5,0.05,0.83
10,NM,MORTGAGE,16.14,29000.0,10,165175,12210,10400,7700,6.08,234.53,A,6712.45,189.01,Low,0.27,0.07,16.21
6,NJ,MORTGAGE,7.79,281000.0,9,1340838,32863,70500,30000,6.71,922.35,A,28486.58,308.91,High,0.11,0.02,7.81
3,NJ,MORTGAGE,21.32,38000.0,6,46300,23741,7000,6500,7.35,201.75,A,5513.37,203.32,Low,0.17,0.51,21.83
0,TN,MORTGAGE,26.3,35000.0,13,114708,24616,11000,7000,7.35,217.27,A,6295.98,162.2,Low,0.2,0.21,26.51
3,OH,RENT,16.5,52000.0,19,90735,78083,21300,6500,7.96,203.57,A,6178.03,79.42,Low,0.12,0.86,17.36
6,NY,RENT,11.9,35000.0,4,34200,10435,17200,11000,6.08,335.05,A,5731.27,199.09,Low,0.31,0.31,12.21
2,IL,MORTGAGE,9.92,80000.0,11,322553,20241,25100,12000,6.71,368.94,A,11089.41,191.76,High,0.15,0.06,9.98
3,CA,RENT,13.22,100000.0,13,82776,57581,19300,12600,7.97,394.67,A,10403.74,364.14,High,0.13,0.7,13.92
10,KS,MORTGAGE,0.48,75000.0,2,115225,1086,8200,6000,7.34,186.2,A,5548.75,104.9,High,0.08,0.01,0.49
6,MD,OWN,14.56,130000.0,14,438603,49309,9300,15500,7.35,481.08,A,13545.48,472.33,High,0.12,0.11,14.67
1,FL,MORTGAGE,30.06,90000.0,16,283458,112814,25100,20000,7.96,626.36,A,18005.48,471.13,High,0.22,0.4,30.46
10,CA,RENT,17.05,95000.0,12,114575,49713,36600,11000,5.32,331.27,A,9862.45,179.4,High,0.12,0.43,17.48
10,FL,MORTGAGE,27.35,62000.0,15,224065,55522,32400,4400,7.34,136.55,A,4069.07,76.93,Low,0.07,0.25,27.6
10,SC,MORTGAGE,11.96,133000.0,13,307572,58906,27900,16000,5.32,481.84,A,13927.17,357.65,High,0.12,0.19,12.15
3,MI,MORTGAGE,11.61,68000.0,7,120865,40617,8400,3800,7.96,119.01,A,2377.08,57.43,Low,0.06,0.34,11.95
0,TX,RENT,10.5,28000.0,3,46000,20436,0,21000,6.71,645.64,A,19406.48,335.57,Low,0.75,0.44,10.94
2,AZ,MORTGAGE,23.64,40000.0,4,190511,18056,0,18000,7.35,359.41,A,16738.84,546.92,Low,0.45,0.09,23.73
10,OH,MORTGAGE,22.2,52000.0,13,210800,53512,17700,14000,5.31,421.55,A,12916.42,176.94,Low,0.27,0.25,22.45
8,PA,RENT,8.99,166000.0,8,372331,82311,33000,23000,7.35,713.86,A,20686.91,547.05,High,0.14,0.22,9.21
10,CA,RENT,18.99,73000.0,14,104181,40790,35600,5600,7.96,175.39,A,5182.51,106.2,High,0.08,0.39,19.38
3,NC,OWN,3.85,24000.0,5,20300,989,20300,6400,6.07,194.91,A,0.0,3.34,Low,0.27,0.05,3.9
3,IL,RENT,15.22,29500.0,6,36406,15312,26800,6000,7.96,187.91,A,5552.72,113.8,Low,0.2,0.42,15.64
4,AZ,RENT,19.98,70000.0,18,117423,46228,61600,15000,7.34,465.5,A,13871.88,256.15,Low,0.21,0.39,20.37
10,TX,MORTGAGE,12.6,100000.0,15,310953,45350,53000,8000,6.08,243.67,A,6973.97,189.62,High,0.08,0.15,12.75
10,WI,MORTGAGE,31.18,130000.0,13,591015,176029,63300,25000,7.34,775.82,A,23119.84,426.91,High,0.19,0.3,31.48
7,NY,MORTGAGE,15.01,155000.0,12,656659,119062,115800,40000,6.08,1218.33,A,34869.96,1042.68,High,0.26,0.18,15.19
3,CA,OWN,19.34,43500.0,11,82655,31487,48900,7800,7.34,242.06,A,7213.38,136.38,Low,0.18,0.38,19.72
10,TX,MORTGAGE,32.32,100000.0,12,258116,58174,36500,20000,7.34,620.66,A,18495.86,349.68,High,0.2,0.23,32.55
8,CA,OWN,9.83,85000.0,11,365500,29582,98600,20000,5.32,602.3,A,17408.96,414.55,High,0.24,0.08,9.91
10,GA,MORTGAGE,28.11,120000.0,21,368967,108154,83700,30000,5.31,903.31,A,27678.08,370.31,High,0.25,0.29,28.4
5,MS,OWN,11.5,65000.0,16,105916,27685,48100,10000,6.72,307.5,A,0.0,95.67,Low,0.15,0.26,11.76
0,VA,MORTGAGE,14.4,40000.0,9,186700,18952,9000,10000,5.32,301.15,A,9226.13,145.84,Low,0.25,0.1,14.5
3,IL,OWN,25.23,20600.0,16,78128,13282,34500,25000,7.96,782.95,A,23761.67,316.51,Low,1.21,0.17,25.4
10,CA,RENT,14.81,97598.0,5,124383,116649,9000,6000,7.96,187.91,A,5552.72,113.8,High,0.06,0.94,15.75
1,NH,RENT,12.51,50000.0,5,57979,26952,22000,8000,7.35,248.3,A,3195.45,185.38,Low,0.16,0.46,12.97
0,AZ,RENT,26.89,35000.0,5,69248,49077,4500,9000,7.97,281.91,A,8102.57,226.23,Low,0.26,0.71,27.6
2,NY,RENT,3.42,60000.0,2,21500,7486,21500,9000,5.31,271.0,A,7735.57,133.98,Low,0.15,0.35,3.77
